Property URL,Title,Type,Price,Address,Description,Property Size,Land Area,Bedrooms,Bathrooms,Garages,Property Type,Property Status,Floor,Furnished
https://www.realethio.com/property/kotebe-02-three-bedroom-villa-house-for-sale-addis-ababa/,"Kotebe 02 , Three bedroom Villa House for Sale, Addis Ababa.",For Sale,"42,000,000ETB","Kotebe, Yeka, Addis Ababa, 4343, Ethiopia","Kotebe 02 , Three bedroom Villa House for Sale, Addis Ababa.
The house is located in a residential area and it is 500 meter square.
It has living and dinning room, closed kitchen, three bedroom with common shower room, big L-shape house with three rooms, kitchen and common shower room and parking for six cars.
The price is 42 million birr and negotiable.
Note: All documents are legal and current.",500 m²,500 m²,6,2,6,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/cmc-figa-three-bedrooms-apartment-for-sale-addis-ababa-ethiopia/,"CMC Figa, three bedrooms apartment for sale, Addis Ababa, Ethiopia.",For Sale,"14,000,000ETB","United Bank Figa Beshale Branch, Salitemihret - Summit road, Yeka Bole Bota, Bole, Addis Ababa, 14920, Ethiopia","CMC Figa, three bedrooms apartment for sale, Addis Ababa, Ethiopia.
The flat is located in a residential building, at third floor and it has living and dining room, open kitchen, master bedroom with it’s own bathroom, two bedrooms sharing a common shower room, and parking for one car .
The price is 14 million birr and slightly negotiable.",151 m²,151 m²,3,2,1,Apartment for sale,For Sale,3,no
https://www.realethio.com/property/house-for-sale-addis-ababa-megenagna-top-view-774-meter-square-2-bed-room-house-for-sale-addis-ababa/,"Megenagna Top view, 774 meter square 2 bed room house for sale, Addis Ababa.",For Sale,"65,000,000ETB","Megenagna, Diaspora Square, Megenagna, Yeka, Addis Ababa, 2310, Ethiopia","Megenagna Top view, 774 meter square 2 bed room house for sale, Addis Ababa.
The house is located in a residential area and on the hill with great view of Addis. It has a two bed room corner house, with living and dinning room, kitchen, and bathroom.
The compound has two road access and suitable for building residential property.
The price is 65 million birr and negotiable.",774 m²,774 m²,2,1,6,"House for sale, Land for sale",For Sale,1,no
https://www.realethio.com/property/megenagna-top-view-884-meter-square-old-house-for-sale-addis-ababa/,"Megenagna Top view, 884 meter square old house for sale, Addis Ababa.",For Sale,"50,000,000ETB","Embassy of Israel, Fikre Mariam Aba Techan Street, Megenagna, Yeka, Addis Ababa, 12994, Ethiopia","Megenagna Top view, 884 meter square old house for sale, Addis Ababa.
The house is located in a residential area.
It has a four service rooms and additional 11 mud rooms.
It has a rental income of 20,000 birr
The house has no road access for car yet and it is 30 meter away from the nears road.
The price is 50 million birr and negotiable.",884 m²,884 m²,4,1,,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/lebu-haile-garment-three-bedroom-apartment-for-sale-addis-ababa-ethiopia/,"Lebu Haile Garment, Three Bedroom Apartment for Sale, Addis Ababa, Ethiopia.",For Sale,"15,000,000ETB","Haile Garment Square, Haile Garment, Nefas Silk, Addis Ababa, 0006, Ethiopia","Lebu Haile Garment, Three Bedroom Apartment for Sale, Addis Ababa, Ethiopia.
The flat is located in a residential building, and it is at fourth floor.
It has living and dining room, closed kitchen ( can be open kitchen), master bedroom with it’s own bathroom and balcony, two bedrooms sharing a common shower room, has 20 square meters shop or studio on the ground floor with a shower room, and parking for one car .
The price is 15 million birr and negotiable.",126 m²,126 m²,3,3,1,Apartment for sale,For Sale,4,no
https://www.realethio.com/property/house-for-sale-addis-ababa-two-bed-room-house-on-618-meter-square-plot-of-land-for-sale-at-shiromeda-addis-ababa-ethiopia/,"Shiromeda, 2 bedrooms house on 618 meter square plot of land for sale, Addis Ababa, Ethiopia.",For Sale,"22,000,000ETB","Shiromeda, Intoto Road, Shiromeda, Gulale, Addis Ababa, 1176, Ethiopia","Two bed room house on 618 meter square plot of land for sale at Shiromeda, Addis Ababa, Ethiopia.
The house is located in a residential area and it has living and dining room with working fire place, kitchen, two bed rooms sharing a common bathroom, three service rooms with shower at the basement, garage for two, guard house, garden, and parking for 7 cars.
The price is 22 million birr and negotiable.",618 m²,618 m²,2,3,6,House for sale,For Sale,,no
https://www.realethio.com/property/torhayloch-g4-building-for-sale-addis-ababa/,"Torhayloch, G+4 Building for Sale, Addis Ababa.",For Sale,"165,000,000ETB","Torhayloch, Ring Road, Ketena Hulet, Addis Ababa, Lideta, Addis Ababa, 7777, Ethiopia","Torhayloch, G+4 Building for Sale, Addis Ababa.
The building has a total area of 260 square meters and built on 240 square meters.
The building’s foundation is originally built for a G+10 building.
The ground floor is rented for a bank and the rest of the spaces are used as offices with 8 parking spaces.
Currently it has a monthly income of 500,000 birr.
The price is 165 million birr and negotiable.",240 m²,260 m²,,,8,Building for sale,For Sale,5,no
https://www.realethio.com/property/addisu-gebeya-house-for-sale-addis-ababa-2/,"Addisu Gebeya, house for Sale, Addis Ababa.",For Sale,"30,000,000ETB","Addisu Gebeya, Tunisia Av., Abadina Area, Gulale, Addis Ababa, 9837, Ethiopia","Addisu Gebeya,  old house for Sale, Addis Ababa.
It has four old mud houses.
It is on 486 square meters on property deed and 685 square meters in the compound.
The price is 30 million birr and negotiable.",486 m²,685 m²,,1,,"House for sale, Land for sale",For Sale,Ground Floor,no
https://www.realethio.com/property/addisu-gebeya-g1-house-for-sale-addis-ababa/,"Addisu Gebeya, G+1 House for Sale, Addis Ababa.",For Sale,"72,000,000ETB","Addisu Gebeya አዲሱ ገበያ, Gulale, Addis Ababa, Ethiopia","Addisu Gebeya, G+1 House for Sale, Addis Ababa.
The house is built on 744 square meters of land.
It has two living rooms, four bedrooms, four shower rooms and two kitchens each on both the ground and first floors.
The compound also has a villa which has two living rooms, four bedrooms and one common shower room.
The service area has four living rooms, four bedrooms, three other rooms and two common shower rooms.
It currently has an income of 130,000 birr per month and has parking  available for at least 8 cars.
The price is 72 million birr and negotiable.",744 m²,744 m²,12,7,8,House for sale,For Sale,2,no
https://www.realethio.com/property/bole-villa-basement-house-for-sale-addis-ababa/,"Bole, Villa + Basement House for Sale, Addis Ababa.",For Sale,"150,000,000ETB","Bole, Addis Ababa, 1044, Ethiopia","Bole, Villa + Basement House for Sale, Addis Ababa.
It is situated in a safe residential compound and has an area of 500 meter square.
On the ground floor there is a living and dinning room,  kitchen, master bedroom with it’s own bathroom  and two bedrooms sharing a common shower room.
The basement has one wide room and extra two rooms.
The service quarter has two rooms.
The compound has garden and parking space for three cars.
Note: The house currently has an income of 100,000 birr per month.
The price is 150 million birr and negotiable.",500 m²,500 m²,3,2,3,House for sale,For Sale,2,no
https://www.realethio.com/property/bole-cargo-house-for-sale-addis-ababa/,"Bole Cargo, House for Sale, Addis Ababa.",For Sale,"100,000,000ETB","Bole, Addis Ababa, 1044, Ethiopia","Bole Cargo, House for Sale, Addis Ababa.
The house is located in a residential area, suitable for real estate developers and it is 513  meter square.
It has living room, two bedrooms, bathroom, another two service rooms, and parking for 3 cars.
The price is 100 million birr and negotiable.
Note: The payment can be 100% cash or 50% cash and 50% joint venture(value to be paid with apartment after construction is complete)",513 m²,513 m²,2,1,3,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/summit-three-bedroom-villa-house-for-sale-addis-ababa-5/,"Summit, Three Bedroom Villa House for Sale, Addis Ababa.",For Sale,"30,000,000ETB","Summit (MOHA), Summit - Goro road, Yeka Bole Bota, Addis Ababa, Bole, Addis Ababa, 5648, Ethiopia","Summit, Three Bedroom Villa House for Sale, Addis Ababa.
The house is located in a residential area and it is 250 meter square.
It has living and dinning room , open kitchen, master bedroom with it’s own shower room, two bedrooms with common shower room, four service rooms including kitchen, common shower room, laundry room and parking for two cars.
The price is 30 million birr and negotiable.",250 m²,250 m²,3,2,2,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/summit-three-bedroom-villa-house-for-sale-addis-ababa-4/,"Summit, Three Bedroom Villa House for Sale, Addis Ababa.",For Sale,"30,000,000ETB","Summit (MOHA), Summit - Goro road, Yeka Bole Bota, Addis Ababa, Bole, Addis Ababa, 5648, Ethiopia","Summit, Three Bedroom Villa House for Sale, Addis Ababa.
The house is located in a residential area and it is 250 meter square.
It has living and dinning room , open kitchen, master bedroom with it’s own bathroom, two bedrooms with common shower room, four service rooms including kitchen, common shower room and parking for two cars.
The price is 30 million birr and negotiable.
Note: There are two houses which have the same details and are the same price.",250 m²,250 m²,3,2,2,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/summit-three-bedroom-villa-house-for-sale-addis-ababa-2/,"Summit, Three Bedroom Villa House for Sale, Addis Ababa.",For Sale,"30,000,000ETB","Summit (MOHA), Summit - Goro road, Yeka Bole Bota, Addis Ababa, Bole, Addis Ababa, 5648, Ethiopia","Summit, Three Bedroom Villa House for Sale, Addis Ababa.
The house is located in a residential area and it is 250 meter square.
It has living and dinning room , open kitchen, master bedroom with it’s own shower room, two bedrooms with common shower room, two service rooms including kitchen, common shower room, laundry corner and parking for two cars.
The price is 30 million birr and negotiable.
Note: There are two other houses with the same details but different construction stage, the two houses are at finishing stages.",250 m²,250 m²,3,2,2,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/summit-three-bedroom-villa-house-for-sale-addis-ababa/,"Summit, Three Bedroom Villa House for Sale, Addis Ababa.",For Sale,"16,000,000ETB","Summit (MOHA), Summit - Goro road, Yeka Bole Bota, Addis Ababa, Bole, Addis Ababa, 5648, Ethiopia","Summit, Three Bedroom Villa House for Sale, Addis Ababa.
The house is located in a residential area and it is 170 meter square.
It has living and dinning room, open kitchen, master bedroom with it’s own shower room, two bedrooms with common shower room, two service rooms and parking for two cars.
The price is 16 million birr and negotiable.
Note: The house needs some finishing works to be done.",170 m²,170 m²,3,2,1,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/bulbula-g2-house-for-sale-addis-ababa/,"Bulbula, G+2, house for sale, Addis Ababa.",For Sale,"40,000,000ETB","Bulbula, Ring Road, Addis Ababa, Nefas Silk, Addis Ababa, 11701, Ethiopia","Bulbula, G+2, house for sale, Addis Ababa.
On the ground floor the house has big high roof living and dining room, open kitchen, another closed kitchen with a pantry and a guest toilet; On the first floor there is a family area and three bedrooms having their own shower rooms; On the second floor there is a big master bedroom with  bathroom.
The house is located on the main road and currently rented for commercial use for 65,000 Birr Per Month.
The price is slightly negotiable.",400 m²,400 m²,4,4,2,"House for sale, Office for sale",For Sale,3,no
https://www.realethio.com/property/gerji-mebrat-hail-g5-apartment-building-for-sale-addis-ababa/,"Gerji Mebrat Hail, G+5 Apartment Building for Sale, Addis Ababa.",For Sale,"140,000,000ETB","Gerji Mebrat Hayile - EPPCo - Gerji, Gerji, Bole, Addis Ababa, Ethiopia","Gerji Mebrat Hail, G+5 Apartment Building for Sale, Addis Ababa.
The apartment building is built on 200 square meters.
There are 2 bedroom and 1 bedroom apartments starting from the 1st floor to the 5th floor, two apartments on each floor, each two bedroom having living and dining area, closed kitchen, master bedroom with master bathroom and one bedroom sharing one common shower.
And one bedroom apartments each having living and dining area, closed kitchen, and one bedroom with shower room.
The apartment building has office space on the basement and ground.
The price is 140 million birr and negotiable.",200 m²,200 m²,15,,4,Building for sale,For Sale,7,no
https://www.realethio.com/property/semen-hotel-two-bedrooms-apartment-for-sale-addis-ababa/,"Semen hotel, Two bedrooms Apartment for Sale, Addis Ababa.",For Sale,"9,781,020ETB","Semen Hotel, Mesfin Harar Av., Datsun Sefer, Giorgis, Arada, Addis Ababa, 9837, Ethiopia","Semen hotel near Ras Desta, Two bedrooms Apartment for Sale, Addis Ababa.
The apartments are 117.95 square meter total area and 96.79 net area and 138.155 total square meters and 116.18 square meter net area.
Each apartment has living and dining, closed kitchen, master bedroom with it’s own bathroom, one bedroom with a common shower, and garage for one car.
The building will have elevator and generator.
The apartment will be delivered within 24 months and the current constriction status is on the 2nd floor. 20% payment will be done on agreement or signing, 20% on 4th floor structure, 15% 8th floor structure, 15% exterior work, 15% finishing and elevator, 10% finishing internal doors, and 5% final stage.
The price is 9,781,020 Birr and fixed.",118 m²,118 m²,2,2,1,Apartment for sale,For Sale,3,no
https://www.realethio.com/property/semen-hotel-three-bedroom-apartment-for-sale-addis-ababa/,"Semen Hotel, Three Bedroom Apartment for Sale, Addis Ababa.",For Sale,"12,690,432ETB","Semen Hotel, Mesfin Harar Av., Datsun Sefer, Giorgis, Arada, Addis Ababa, 9837, Ethiopia","Semen hotel near Ras Desta, Three Bedroom Apartment, for Sale, Addis Ababa.
The apartments are 153.062 square meter total area and 131.88 net area, 164.843 total square meters and 143.65 square meter net area and 173.894 square meter total area and 152.96 net area.
Each apartment has living and dining room with balcony, closed kitchen, store, master bedroom with it’s own bathroom, two bedrooms with a common shower, and garage for one car.
The building will have elevator and generator.
The apartment will be ready for hand over within 24 months and the current constriction status is on the 2nd floor. 20% payment will be done on agreement or signing, 20% on 4th floor structure, 15% 8th floor structure, 15% exterior work, 15% finishing and elevator, 10% finishing internal doors, and 5% final stage.
The price is 235,008 USD and fixed.",153 m²,153 m²,3,2,1,Apartment for sale,For Sale,2,no
https://www.realethio.com/property/house-for-sale-addis-ababa-shiromeda-old-mud-house-for-sale-addis-ababa/,"Shiromeda, old mud house for sale, Addis Ababa",For Sale,"14,000,000ETB","Shiromeda, Intoto Road, Shiromeda, Gulale, Addis Ababa, 1176, Ethiopia","Shiromeda, old mud house for sale, Addis Ababa.
The house has nine rooms and two toilets.
The price is 14 million birr and negotiable.",364 m²,364 m²,9,,,House for sale,For Sale,1,no
https://www.realethio.com/property/apartment-for-rent-addis-ababa-bisrate-gabriel-two-bed-rooms-apartment-for-rent-addis-ababa/,"Bisrate Gabriel, two bedrooms apartment for sale, Addis Ababa.",For Sale,"14,500,000ETB","Bank of Abyssinia (Bisrate Gibreal Branch), South Africa Street, Besrat Gebriel, Nefas Silk, Addis Ababa, 70282, Ethiopia","Bisrate Gabriel, two bedrooms apartment for sale, Addis Ababa.
The apartment is located in a safe residential building, it is located on the sixth floor, the flat has living and dinning room, kitchen, master bed room with it’s own bathroom, another bed room with common shower room, maid or laundry room and garage for one car.
The price is 14.5 million birr and negotiable.",142 m²,142 m²,2,2,1,Apartment for sale,For Sale,6,no
https://www.realethio.com/property/mekanisa-six-bedrooms-ground-plus-three-house-for-sale-addis-ababa-ethiopia/,"Mekanisa, Six bedrooms ground plus three house for sale, Addis Ababa, Ethiopia.",For Sale,"175,000,000ETB","የተባበሩት ብሄራዊ ፔትሮሊየም - መካኒሳ YBP - Mekanisa, Ring Road, Great Acachi, Nefas Silk, Addis Ababa, 0006, Ethiopia","Mekanisa, Six bedrooms ground plus three house for sale, Addis Ababa, Ethiopia
The house is located in a safe residential compound and it has living and dining room, kitchen with breakfast room, toilet, master bed room with it’s own walk-in closet, balcony, and bathroom, four bed rooms with their own bathrooms, one bed room with it’s own steam shower box, an office, big terrace, garage for two, two service rooms with kitchen, laundry room, and shower, generator house, 7000 liters water reserve tank with pump, garden, and parking for 4 cars.
The price is 175 million and negotiable.",500 m²,500 m²,6,,3,House for sale,For Sale,4,no
https://www.realethio.com/property/siddist-kilo-two-bedrooms-apartment-for-sale-addis-ababa/,"Siddist Kilo, two bedrooms Apartment for sale, Addis Ababa.",For Sale,"13,600,000ETB","6 Kilo, Algeria Av, Sidist Kilo, Gulale, Addis Ababa, 1176, Ethiopia","Siddist Kilo, two bedrooms Apartment for sale, Addis Ababa.
The apartment is on 128 meter square total area and it is located on 6th floor.
It has a living and dining, closed kitchen, master bedroom with own shower room, one bedroom with a common shower, and garage for one car.
The building will have elevator, generator, and garbage shoot.
The apartment will be delivered within 7 months and the current constriction status is more than 85%. A 65% advance payment will be required on the signing of the sale agreement and the remaining 15% after three months, 15% after six months, and 5% on hand over .
The price is 13.6 million birr and fixed.
Note: There are other similar two bedroom apartments on the 3rd floor and  the price 16 million birr and fixed.",128 m²,128 m²,2,2,1,Apartment for sale,For Sale,6,no
https://www.realethio.com/property/house-for-sale-addis-ababa-saris-bihere-tsige-7-rooms-old-house-for-sale-234-meter-square-addis-ababa/,"Saris Bihere Tsige, 7 rooms old house for sale, 234 meter square, Addis Ababa.",For Sale,"13,000,000ETB","Saris, Debre Zeit Road, Saris, Akaki Kaliti, Addis Ababa, 11701, Ethiopia","Saris Bihere Tsige, 7 rooms old house for sale, 234 meter square, Addis Ababa.
The house is located in both residential and commercial area and it has 7 rooms and toilet, and parking for two cars.
The price is 13 million Birr and negotiable.",234 m²,,7,,,House for sale,For Sale,1,no
https://www.realethio.com/property/legetafo-legedadi-house-for-sale-addis-ababa/,"Legetafo Legedadi, House for Sale, Addis Ababa.",For Sale,"10,000,000ETB","Legedadi, 1, North Shewa (Oromia Region), Oromia Region, Ethiopia","Legetafo Legedadi, House for Sale, Addis Ababa.
The house is 1,000 square meters in area but has two separate property titles deeds, and each having 500 square meters in area and will be sold together.
Each of the properties have two rooms that are made of mud.
It has two road sides one is main road and the other is inside road.
The price is 10 million birr and fixed.",1000 m²,1000 m²,,2,,Land for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/legetafo-house-for-sale-oromia-ethiopia/,"Legetafo, House for Sale, Oromia, Ethiopia.",For Sale,"10,000,000ETB","Lege Tafo, North Shewa (Oromia Region), Oromia Region, Ethiopia","Legetafo, House for Sale, Oromia.
The house is a 500 square meters and the service room with three rooms and one shower room.
The property will be sold as it is and the property deed name can be transferred to buyer.
The price is 10 million and slightly negotiable.",500 m²,500 m²,,1,,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/addisu-gebeya-house-or-land-for-sale-addis-ababa/,"Addisu Gebeya, House or Land for Sale, Addis Ababa.",For Sale,"500,000,000ETB","Addisu Gebeya አዲሱ ገበያ, Gulale, Addis Ababa, Ethiopia","Addisu Gebeya, House or Land  for Sale, Addis Ababa.
It has one villa house, one big store and garage.
It is on 11,000 square meters and house that can be demolished for rebuilding.
The price is 500 million birr and negotiable.",11000 m²,11000 m²,,,,"House for sale, Land for sale",For Sale,Ground Floor,no
https://www.realethio.com/property/wossen-akim-ginbata-villa-house-for-sale-addis-ababa/,"Wossen Akim Ginbata, Villa House for Sale, Addis Ababa.",For Sale,"30,000,000ETB","Wessen, Ararat to Kara, Ayat, Yeka, Addis Ababa, 5648, Ethiopia","Wossen Akim Ginbata, Villa House for Sale, Addis Ababa.
It has a total area of 430 square meters.
The house has three living and dinning rooms, and each of the living rooms with two bedrooms and one bathroom, two kitchens, a garden and parking for 6 cars.
The price is 30 million birr and slightly negotiable.",430 m²,430 m²,6,4,6,House for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/piazza-three-bedrooms-apartment-for-sale-addis-ababa-ethiopia/,"Piazza, Three Bedrooms Apartment for Sale, Addis Ababa, Ethiopia.",For Sale,"60,000,000ETB","Piassa (piazza), Arada, Addis Ababa, 3578, Ethiopia","Piazza, Three Bedrooms Apartment for Sale, Addis Ababa.
The apartment is on the 9th floor and has an area of 350 square meters.
The apartment has living and dining room with balcony, open kitchen, another closed kitchen, master bedroom with it’s own walk-In closet and shower room, two bedrooms having two shower rooms, maid room, store, and shower room.
The apartment has common terrace, generator, two car garage spaces, and elevator.
The price is 60 million birr and negotiable.",350 m²,350 m²,3,3,2,Apartment for sale,For Sale,9,no
https://www.realethio.com/property/house-for-sale-addis-ababa-imperial-house-for-sale-6-bed-rooms-addis-ababa/,"Imperial, 8 bedrooms G+2+B house for sale, Addis Ababa.",For Sale,"185,000,000ETB","Abay Bank (Imperial Branch), BL_03_785 Av, Ghiliffalegn Stream, Addis Ababa, Bole, Addis Ababa, 00251, Ethiopia","Imperial, 8 bedrooms G+2+B house for sale, Addis Ababa.
It is located in a residential area and on main road, and it is on total of 1,216 meter square plot of land, and main house built up area of 220 meter square.
The main house has living and dinning room, open kitchen, guest toilet, closed kitchen, family room, shower, GYM with shower and toilet at the basement, storage, master bed room with walk-in closet and Jacuzzi bathroom, five bedrooms with their own shower rooms, another two bedrooms with common shower room, terrace, maid room with shower, guard house, garden, and parking for 9 cars. It comes with solar water heater and CCTV cameras.
A villa at one corner with 100 meter square space on 180 meter square plot of land and with two toilets.
At the back there is 170 meter square plot of land for future use.
The price is 185 million birr and negotiable.",1216 m²,1216 m²,8,10,13,"House for sale, Office for sale",For Sale,4,no
https://www.realethio.com/property/lebu-gebriel-g1-house-for-sale-addis-ababa/,"Lebu Gebriel, G+1 House for Sale, Addis Ababa.",For Sale,"20,000,000ETB","Lebu, Nefas Silk, Addis Ababa, 0006, Ethiopia","Lebu Gebriel, G+1 House for Sale, Addis Ababa.
The house has a total area of 175  meter square and it has living and dining room, kitchen, three bedrooms, one bathroom and one shower room.
The compound has a parking space for 3 cars.
The price is 20 million birr and negotiable.",175 m²,175 m²,3,2,3,House for sale,For Sale,2,no
https://www.realethio.com/property/house-for-sale-legetafo-ground-plus-three-house-for-sale-oromia/,"Legetafo, ground plus three house for sale, Oromia, Ethiopia.",For Sale,"35,000,000ETB",,"Legetafo, ground plus three house for sale, Oromia.
The house is located in a residential and commercial area.
On ground floor it has two big commercial spaces facing the road with four shower rooms, storage, and two toilets, and this space designed separately from the residential or main house, and the main house has kitchen, office or guest bedroom, and toilet;
on the first floor it has big living and dinning room with balcony, open kitchen, office, and guest toilet;
on the second floor it has master bedroom with balcony, and bathroom, pray room or office, and three bedrooms with common bathroom;
on the third floor there is a big covered terrace with great view, and two bedrooms with common shower room; and the compound can park two cars.
The price is 35 million and negotiable.",280 m²,,6,,,House for sale,For Sale,4,no
https://www.realethio.com/property/megenagna-2-bedrooms-apartment-for-sale-addis-ababa/,"Megenagna, 2 bedrooms apartment for sale, Addis Ababa.",For Sale,"6,000,000ETB","Diaspora Square, Megenagna, Yeka, Addis Ababa, 2310, Ethiopia","Megenagna, 2 bedrooms apartment for sale, Addis Ababa.
The apartment is located on the 11th floor of a residential building.
It has living and dinning room, closed kitchen, master bedroom with balcony, another bedroom, common shower room, and garage for one car.
The building comes with two elevators, and two level parking garages.
The price is 6 million birr and negotiable.",76 m²,76 m²,2,1,1,Apartment for sale,For Sale,11,no
https://www.realethio.com/property/kotebe-kara-store-or-warehouse-for-sale-addis-ababa-ethiopia/,"Kotebe Kara, Store or Warehouse for sale, Addis Ababa, Ethiopia.",For Sale,"140,000,000ETB","Kara, Ararat to Kara, Bole Ayat, Yeka, Addis Ababa, 5648, Ethiopia","Kotebe Kara, Store or Warehouse for sale, Addis Ababa.
The warehouse is on 1,100 square meters in area, 1,900 square meters on the property deed, it has additional 600 meter square in the compound which makes the total to be 2,500 meter square.
The warehouse is 12 meters floor height, and has ground plus three office building at on side.
The warehouse is originally built for factory and it and the compound has two gates which makes it easy for trucks to move in and out of the compound and the warehouse.
It also has 315 KVA transformer.
The rate is 140 million birr and negotiable.",1100 m²,2500 m²,,4,20,Store for sale,For Sale,4,no
https://www.realethio.com/property/kotebe-kidane-mihiret-land-or-house-for-sale-addis-ababa/,"Kotebe Kidane Mihiret, Land or house for Sale, Addis Ababa.",For Sale,"125,000,000ETB","Kotebe, Yeka, Addis Ababa, 4343, Ethiopia","Kotebe Kidane Mihiret, Land or house for Sale, Addis Ababa.
The house is located in a residential area.
It is on 1,000 square meters and it has mud houses that can be demolished for rebuilding.
The compound has two road access and suitable for building residential or commercial property.
The price is 125 million birr and slightly negotiable.",1000 m²,1000 m²,2,1,10,"House for sale, Land for sale",For Sale,Ground Floor,no
https://www.realethio.com/property/megenagna-ameche-g2b-four-bedroom-house-for-sale-addis-ababa/,"Megenagna Ameche, G+2+B Four Bedroom House for Sale, Addis Ababa.",For Sale,"75,000,000ETB","Megenagna, Yeka, Addis Ababa, 2310, Ethiopia","Megenagna Ameche, G+2+B Four Bedroom House for Sale, Addis Ababa.
The house is located in a safe residential area and has an area of 400 square meters.
On ground floor it has entrance lobby, living and dining room with working fire-place , open kitchen with dinning room, an office, family room, guest bedroom and guest toilet.
On the first floor it has master bedroom with balcony, working fire-place and jacuzzi bathroom, two bedrooms with their own shower rooms, one bedroom with it’s own shower room balcony, terrace, laundry room, and one service room.
On the second floor it has steam room (steam machine is not installed) with its own shower, prayer room with balcony, kitchen, family room with balcony, bar with balcony, common shower room, and big terrace.
The basement has four store rooms.
The service quarters include traditional kitchen, maid room, and one shower room.
The compound has garden, three phase power line, guard house with shower, generator room, garage for two cars, and parking for 3 cars.
The rate is 75 million Birr and negotiable.",400 m²,400 m²,4,6,5,House for sale,For Sale,4,no
https://www.realethio.com/property/kebena-top-view-two-bedrooms-apartment-for-sale-addis-ababa/,"Kebena Top View, Two Bedrooms Apartment for Sale, Addis Ababa.",For Sale,"15,000,000ETB","Kebena, Arada, Addis Ababa, 0000, Ethiopia","Kebena Top View, Two Bedrooms Apartment for Sale, Addis Ababa.
The apartment is located in safe residential area and it is on the 2nd floor with 144 square meters.
It has living and dinning room with balcony, open kitchen, master bedroom with it’s own shower room, another bedrooms with common shower room and laundry corner, and  garage for one car.
The rate is 15 million Birr and slightly negotiable.
Note: The similar apartment is available for sale on the first floor but only one of them will be sold. The apartment will be sold as it is.",144 m²,144 m²,2,2,1,Apartment for sale,For Sale,2,no
https://www.realethio.com/property/bisrate-gebriel-villabasement-three-bedrooms-house-for-sale-addis-ababa/,"Bisrate Gebriel, Villa+Basement Three Bedrooms House for Sale, Addis Ababa.",For Sale,"220,000,000ETB","Bisrate Gebrael, Lesotho Street, Besrat Gebriel, Nefas Silk, Addis Ababa, 7777, Ethiopia","Bisrate Gebriel, Villa+Basement Three Bedrooms House for Sale, Addis Ababa.
The house is located in a safe area and has total area of 1,100 square meters on the property deed and additional 400 square meters which can be included.
The main house has entrance lobby, living and dining room with working fire-place and balcony, kitchen, office, guest toilet, master bedroom with master bathroom, and two bedrooms with one common shower room.
The basement has family room or GYM room, two maid rooms, laundry corner, traditional kitchen, and common shower room.
The compound includes guard house, generator house, garage for 2 cars, parking for 3 cars, and garden surrounding the whole house.
The price is 220 million birr and negotiable.",1100 m²,1500 m²,3,3,5,House for sale,For Sale,2,no
https://www.realethio.com/property/kazanchis-house-or-land-for-sale-addis-ababa-ethiopia/,"Kazanchis, house or Land for Sale, Addis Ababa, Ethiopia.",For Sale,"36,000,000ETB","Kazanchis, Addis Ababa, Kirkos, Addis Ababa, 9568, Ethiopia","Kazanchis, house or Land for Sale, Addis Ababa.
The total area of the land is 236 square meters and it is right on the main road suitable for business or development.
The price is 36 million birr and negotiable.",236 m²,236 m²,,,,Land for sale,For Sale,Ground Floor,no
https://www.realethio.com/property/house-for-sale-addis-ababa-ayat-ground-plus-one-house-on-613-meter-square-house-for-sale-addis-ababa/,"Ayat, ground plus one house on 613 meter square house for sale, Addis Ababa.",For Sale,"60,000,000ETB","Ayat zone 5, Bole, Addis Ababa, Ethiopia","Ayat, ground plus one house on 613 meter square house for sale, Addis Ababa.
It is situated in a safe residential compound.
On the ground floor there is a living and dinning room with a working fire place, guest toilet, open kitchen, breakfast room, office, guest bedroom, family room, traditional kitchen and one shower room;
On the first floor there is a master bedroom with it’s own bathroom and walk-in closet and two bedrooms sharing a common shower room and there is a huge terrace;
at the back of the house there is a maid’s room, laundry room, and shower;
the compound has beautiful garden and parking space for three cars.
Note: The house will be sold as it is.
The price is 60 million birr and negotiable.",613 m²,613 m²,4,5,3,House for sale,For Sale,2,no
https://www.realethio.com/property/ayat-arabsa-land-or-house-for-sale-addis-ababa/,"Ayat Arabsa, Land or House for Sale, Addis Ababa.",For Sale,"10,000,000ETB","Arabsa, Addis Ababa, Bole, Addis Ababa, Ethiopia","Ayat Arabsa, Land or House for Sale, Addis Ababa.
The area has 150 square meters and it is located on 20 meter road.
The ground and first floor structure is done, and the foundation is made for G+4 residential.
It is a member of a housing association so property deed name can be changed legally.
The price is 10 million birr and negotiable.",150 m²,150 m²,,,,"House for sale, Land for sale",For Sale,2,no
